registration_id,event_name,event_type,event_format,registration_date,event_date,channel_source,job_title,industry,company_size,attendance_status,sessions_registered,sessions_attended,engagement_score,survey_completed,acquisition_cost
636,Developer Conference 2024,Flagship,In-Person,2024-05-19,2024-06-10,Email Campaign,Data Engineer,Education,51-200,Attended,5,5,5,Yes,6.75
637,Developer Conference 2024,Flagship,In-Person,2024-05-27,2024-06-10,Email Campaign,Data Engineer,Technology,5000+,No-Show,6,0,1,No,2.26
638,Developer Conference 2024,Flagship,In-Person,2024-05-12,2024-06-10,Email Campaign,IT Director,Healthcare,1-50,Attended,1,1,4,Yes,7.53
639,Developer Conference 2024,Flagship,In-Person,2024-04-25,2024-06-10,Email Campaign,Marketing Manager,Healthcare,1-50,No-Show,2,0,2,No,5.99
640,Developer Conference 2024,Flagship,In-Person,2024-06-07,2024-06-10,Direct/Website,Data Engineer,Education,1001-5000,Attended,7,3,10,Yes,0.45
641,Developer Conference 2024,Flagship,In-Person,2024-06-06,2024-06-10,Referral,Program Manager,Manufacturing,5000+,No-Show,4,0,2,No,0.66
642,Developer Conference 2024,Flagship,In-Person,2024-06-03,2024-06-10,Google Search,Program Manager,Education,201-1000,Attended,6,5,4,No,18.14
643,Developer Conference 2024,Flagship,In-Person,2024-05-22,2024-06-10,LinkedIn Ad,Software Developer,Healthcare,201-1000,Attended,2,2,6,No,26.8
644,Developer Conference 2024,Flagship,In-Person,2024-04-23,2024-06-10,LinkedIn Ad,CTO,Technology,51-200,No-Show,8,0,1,No,15.08
645,Developer Conference 2024,Flagship,In-Person,2024-05-03,2024-06-10,LinkedIn Ad,VP Marketing,Technology,51-200,Attended,4,1,8,No,28.87
646,Developer Conference 2024,Flagship,In-Person,2024-05-04,2024-06-10,Email Campaign,CTO,Education,51-200,Attended,8,6,5,No,5.06
647,Developer Conference 2024,Flagship,In-Person,2024-05-26,2024-06-10,LinkedIn Ad,Data Analyst,Technology,1-50,Cancelled,5,0,0,No,25.25
648,Developer Conference 2024,Flagship,In-Person,2024-05-31,2024-06-10,Google Search,Marketing Manager,Technology,5000+,Attended,9,2,8,Yes,28.89
649,Developer Conference 2024,Flagship,In-Person,2024-05-21,2024-06-10,LinkedIn Ad,Digital Marketing Specialist,Technology,1-50,Attended,7,4,9,Yes,35.87
650,Developer Conference 2024,Flagship,In-Person,2024-05-20,2024-06-10,Email Campaign,CTO,Manufacturing,1001-5000,Cancelled,9,0,0,No,5.08
651,Developer Conference 2024,Flagship,In-Person,2024-05-15,2024-06-10,LinkedIn Ad,Product Manager,Media,1001-5000,Attended,7,2,3,No,22.79
652,Developer Conference 2024,Flagship,In-Person,2024-05-14,2024-06-10,Email Campaign,Data Analyst,Media,1-50,Attended,5,3,2,Yes,2.07
653,Developer Conference 2024,Flagship,In-Person,2024-05-08,2024-06-10,Direct/Website,CTO,Finance,1001-5000,No-Show,4,0,2,No,1.63
654,Developer Conference 2024,Flagship,In-Person,2024-05-18,2024-06-10,Google Search,CTO,Education,5000+,Attended,6,5,6,Yes,23.04
655,Developer Conference 2024,Flagship,In-Person,2024-05-27,2024-06-10,Email Campaign,Marketing Manager,Manufacturing,1-50,Attended,2,1,4,Yes,3.26
656,Developer Conference 2024,Flagship,In-Person,2024-05-02,2024-06-10,Social Media,Data Engineer,Education,1-50,Attended,5,2,4,No,20.72
657,Developer Conference 2024,Flagship,In-Person,2024-04-29,2024-06-10,Email Campaign,Software Developer,Media,1-50,Cancelled,3,0,0,No,4.47
658,Developer Conference 2024,Flagship,In-Person,2024-06-01,2024-06-10,Email Campaign,CTO,Finance,201-1000,Attended,6,6,5,No,4.2
659,Developer Conference 2024,Flagship,In-Person,2024-05-12,2024-06-10,Email Campaign,Data Analyst,Retail,5000+,Attended,4,4,7,No,7.72
660,Developer Conference 2024,Flagship,In-Person,2024-05-16,2024-06-10,Email Campaign,Data Engineer,Retail,1001-5000,Attended,8,5,6,Yes,7.48
661,Developer Conference 2024,Flagship,In-Person,2024-05-30,2024-06-10,Email Campaign,Marketing Manager,Healthcare,51-200,Attended,3,1,7,No,2.0
662,Developer Conference 2024,Flagship,In-Person,2024-06-07,2024-06-10,Referral,Business Analyst,Retail,1-50,No-Show,4,0,2,No,1.74
663,Developer Conference 2024,Flagship,In-Person,2024-04-22,2024-06-10,Social Media,Business Analyst,Media,1001-5000,Attended,7,1,7,No,15.4
664,Developer Conference 2024,Flagship,In-Person,2024-04-22,2024-06-10,Email Campaign,Digital Marketing Specialist,Media,201-1000,Attended,9,6,6,No,6.58
665,Developer Conference 2024,Flagship,In-Person,2024-04-14,2024-06-10,LinkedIn Ad,Digital Marketing Specialist,Finance,5000+,Attended,10,10,6,Yes,23.37
666,Developer Conference 2024,Flagship,In-Person,2024-05-14,2024-06-10,Referral,VP Marketing,Education,201-1000,Attended,4,2,6,No,1.41
667,Developer Conference 2024,Flagship,In-Person,2024-04-19,2024-06-10,Email Campaign,CTO,Finance,1001-5000,No-Show,3,0,1,No,5.15
668,Developer Conference 2024,Flagship,In-Person,2024-04-20,2024-06-10,Email Campaign,Solutions Architect,Healthcare,1001-5000,Attended,6,4,8,No,5.02
669,Developer Conference 2024,Flagship,In-Person,2024-06-02,2024-06-10,Google Search,Business Analyst,Retail,1001-5000,Attended,1,1,9,No,25.45
670,Developer Conference 2024,Flagship,In-Person,2024-05-13,2024-06-10,LinkedIn Ad,Solutions Architect,Retail,1001-5000,No-Show,1,0,1,No,23.06
671,Developer Conference 2024,Flagship,In-Person,2024-05-05,2024-06-10,Google Search,Solutions Architect,Healthcare,5000+,Attended,5,3,3,No,33.95
672,Developer Conference 2024,Flagship,In-Person,2024-06-07,2024-06-10,Email Campaign,VP Marketing,Retail,51-200,No-Show,8,0,2,No,7.96
673,Developer Conference 2024,Flagship,In-Person,2024-06-01,2024-06-10,Email Campaign,Software Developer,Retail,5000+,No-Show,4,0,2,No,5.12
674,Developer Conference 2024,Flagship,In-Person,2024-04-16,2024-06-10,Email Campaign,VP Marketing,Manufacturing,1-50,Attended,3,1,7,No,4.85
675,Developer Conference 2024,Flagship,In-Person,2024-04-19,2024-06-10,LinkedIn Ad,Business Analyst,Retail,201-1000,Attended,3,1,10,No,28.39
676,Developer Conference 2024,Flagship,In-Person,2024-05-04,2024-06-10,Social Media,IT Director,Media,201-1000,Attended,2,1,7,Yes,20.2
677,Developer Conference 2024,Flagship,In-Person,2024-04-27,2024-06-10,Direct/Website,Business Analyst,Education,5000+,Attended,5,4,7,Yes,0.66
678,Developer Conference 2024,Flagship,In-Person,2024-05-07,2024-06-10,Email Campaign,Program Manager,Retail,1001-5000,Attended,3,1,5,No,3.56
679,Developer Conference 2024,Flagship,In-Person,2024-06-01,2024-06-10,LinkedIn Ad,CTO,Media,1-50,No-Show,3,0,1,No,25.95
680,Developer Conference 2024,Flagship,In-Person,2024-05-03,2024-06-10,Email Campaign,Digital Marketing Specialist,Media,201-1000,Attended,2,1,2,Yes,2.24
681,Developer Conference 2024,Flagship,In-Person,2024-05-27,2024-06-10,Email Campaign,Product Manager,Technology,1001-5000,Attended,3,2,8,No,6.67
682,Developer Conference 2024,Flagship,In-Person,2024-04-12,2024-06-10,Google Search,Solutions Architect,Healthcare,5000+,Attended,1,1,5,Yes,12.47
683,Developer Conference 2024,Flagship,In-Person,2024-04-16,2024-06-10,Google Search,Marketing Manager,Healthcare,1001-5000,Attended,1,1,5,No,13.2
684,Developer Conference 2024,Flagship,In-Person,2024-05-27,2024-06-10,Email Campaign,Business Analyst,Education,5000+,Attended,1,1,6,No,2.32
685,Developer Conference 2024,Flagship,In-Person,2024-05-26,2024-06-10,Email Campaign,CTO,Finance,1001-5000,Attended,7,2,3,No,7.23
686,Developer Conference 2024,Flagship,In-Person,2024-05-10,2024-06-10,LinkedIn Ad,Software Developer,Technology,1001-5000,Attended,1,1,5,No,28.04
687,Developer Conference 2024,Flagship,In-Person,2024-04-30,2024-06-10,Email Campaign,CTO,Retail,1001-5000,Attended,6,6,4,No,7.28
688,Developer Conference 2024,Flagship,In-Person,2024-05-19,2024-06-10,Google Search,Data Engineer,Manufacturing,1-50,Attended,4,3,6,No,16.08
689,Developer Conference 2024,Flagship,In-Person,2024-05-25,2024-06-10,LinkedIn Ad,VP Marketing,Technology,1001-5000,Attended,5,4,3,No,29.12
690,Developer Conference 2024,Flagship,In-Person,2024-04-19,2024-06-10,Google Search,Software Developer,Retail,1001-5000,Attended,2,1,7,No,31.62
691,Developer Conference 2024,Flagship,In-Person,2024-05-12,2024-06-10,Google Search,Software Developer,Retail,201-1000,Attended,6,3,6,No,18.65
692,Developer Conference 2024,Flagship,In-Person,2024-05-15,2024-06-10,Email Campaign,VP Marketing,Manufacturing,201-1000,Attended,8,8,2,Yes,4.6
693,Developer Conference 2024,Flagship,In-Person,2024-05-15,2024-06-10,Email Campaign,Solutions Architect,Healthcare,1-50,Attended,2,2,3,Yes,2.12
694,Developer Conference 2024,Flagship,In-Person,2024-05-21,2024-06-10,Email Campaign,IT Director,Technology,201-1000,Attended,8,1,5,Yes,6.28
695,Developer Conference 2024,Flagship,In-Person,2024-04-15,2024-06-10,Email Campaign,Product Manager,Healthcare,201-1000,Cancelled,2,0,0,No,7.02
696,Developer Conference 2024,Flagship,In-Person,2024-05-06,2024-06-10,Email Campaign,Data Analyst,Media,5000+,Attended,6,1,5,No,6.32
697,Developer Conference 2024,Flagship,In-Person,2024-05-01,2024-06-10,LinkedIn Ad,Marketing Manager,Healthcare,201-1000,Attended,4,2,6,No,31.03
698,Developer Conference 2024,Flagship,In-Person,2024-05-13,2024-06-10,LinkedIn Ad,Marketing Manager,Technology,5000+,Cancelled,6,0,0,No,26.94
699,Developer Conference 2024,Flagship,In-Person,2024-05-28,2024-06-10,Social Media,Business Analyst,Healthcare,201-1000,No-Show,1,0,1,No,15.4
700,Developer Conference 2024,Flagship,In-Person,2024-05-28,2024-06-10,Direct/Website,CTO,Media,5000+,Attended,4,3,8,No,0.46
701,Developer Conference 2024,Flagship,In-Person,2024-05-24,2024-06-10,Referral,CTO,Finance,1-50,Attended,6,2,7,No,2.97
702,Developer Conference 2024,Flagship,In-Person,2024-05-03,2024-06-10,Direct/Website,Program Manager,Manufacturing,1001-5000,Attended,3,3,5,Yes,0.51
703,Developer Conference 2024,Flagship,In-Person,2024-04-12,2024-06-10,Direct/Website,IT Director,Healthcare,1-50,Attended,1,1,7,Yes,1.5
704,Developer Conference 2024,Flagship,In-Person,2024-04-27,2024-06-10,LinkedIn Ad,Software Developer,Media,51-200,No-Show,4,0,1,No,42.99
705,Developer Conference 2024,Flagship,In-Person,2024-05-18,2024-06-10,Email Campaign,Data Analyst,Technology,51-200,Attended,6,5,8,No,6.16
706,Developer Conference 2024,Flagship,In-Person,2024-05-22,2024-06-10,Email Campaign,Software Developer,Media,51-200,Attended,2,1,4,No,7.62
707,Developer Conference 2024,Flagship,In-Person,2024-05-14,2024-06-10,Email Campaign,CTO,Healthcare,5000+,No-Show,5,0,2,No,4.54
708,Developer Conference 2024,Flagship,In-Person,2024-06-02,2024-06-10,Email Campaign,Solutions Architect,Finance,1-50,Attended,7,4,6,No,7.7
709,Developer Conference 2024,Flagship,In-Person,2024-05-16,2024-06-10,Social Media,IT Director,Technology,1-50,Attended,2,2,7,No,10.26
710,Developer Conference 2024,Flagship,In-Person,2024-04-22,2024-06-10,Referral,CTO,Retail,1001-5000,Attended,2,1,5,No,2.92
711,Developer Conference 2024,Flagship,In-Person,2024-05-08,2024-06-10,Email Campaign,Business Analyst,Healthcare,51-200,No-Show,5,0,1,No,6.39
712,Developer Conference 2024,Flagship,In-Person,2024-04-19,2024-06-10,LinkedIn Ad,Program Manager,Retail,1-50,Attended,3,1,7,Yes,38.31
713,Developer Conference 2024,Flagship,In-Person,2024-05-18,2024-06-10,LinkedIn Ad,CTO,Education,1-50,No-Show,5,0,2,No,23.5
714,Developer Conference 2024,Flagship,In-Person,2024-06-02,2024-06-10,Social Media,Solutions Architect,Media,5000+,No-Show,10,0,1,No,8.04
715,Developer Conference 2024,Flagship,In-Person,2024-05-27,2024-06-10,Direct/Website,Product Manager,Healthcare,1-50,Attended,5,3,4,No,1.73
716,Developer Conference 2024,Flagship,In-Person,2024-06-08,2024-06-10,Email Campaign,Program Manager,Healthcare,1001-5000,Attended,6,5,3,Yes,4.11
717,Developer Conference 2024,Flagship,In-Person,2024-06-06,2024-06-10,Email Campaign,Data Engineer,Technology,51-200,Attended,1,1,7,No,6.2
718,Developer Conference 2024,Flagship,In-Person,2024-06-05,2024-06-10,LinkedIn Ad,Solutions Architect,Education,1001-5000,Attended,5,3,9,Yes,25.9
719,Developer Conference 2024,Flagship,In-Person,2024-04-30,2024-06-10,Email Campaign,Digital Marketing Specialist,Education,1-50,Attended,5,4,7,No,7.87
720,Developer Conference 2024,Flagship,In-Person,2024-05-04,2024-06-10,Direct/Website,VP Marketing,Finance,51-200,No-Show,1,0,1,No,1.63
721,Developer Conference 2024,Flagship,In-Person,2024-05-23,2024-06-10,Direct/Website,Software Developer,Healthcare,1001-5000,No-Show,5,0,2,No,0.87
722,Developer Conference 2024,Flagship,In-Person,2024-04-14,2024-06-10,Direct/Website,CTO,Healthcare,1-50,Attended,10,2,5,No,0.13
723,Developer Conference 2024,Flagship,In-Person,2024-04-18,2024-06-10,Google Search,Marketing Manager,Finance,1001-5000,Attended,9,7,8,Yes,15.06
724,Developer Conference 2024,Flagship,In-Person,2024-05-26,2024-06-10,Google Search,Software Developer,Media,201-1000,Attended,2,1,5,Yes,30.86
725,Developer Conference 2024,Flagship,In-Person,2024-04-11,2024-06-10,Email Campaign,Digital Marketing Specialist,Healthcare,51-200,Attended,5,4,6,Yes,3.46
726,Developer Conference 2024,Flagship,In-Person,2024-05-29,2024-06-10,Email Campaign,IT Director,Education,1001-5000,Attended,4,4,8,Yes,7.67
727,Developer Conference 2024,Flagship,In-Person,2024-05-29,2024-06-10,Social Media,VP Marketing,Finance,201-1000,No-Show,2,0,2,No,19.36
728,Developer Conference 2024,Flagship,In-Person,2024-05-12,2024-06-10,Direct/Website,Product Manager,Manufacturing,5000+,Attended,9,5,8,No,0.08
729,Developer Conference 2024,Flagship,In-Person,2024-06-01,2024-06-10,Email Campaign,Data Engineer,Healthcare,201-1000,No-Show,3,0,1,No,5.38
730,Developer Conference 2024,Flagship,In-Person,2024-05-22,2024-06-10,Direct/Website,Business Analyst,Finance,1001-5000,Attended,6,2,8,Yes,0.39
731,Developer Conference 2024,Flagship,In-Person,2024-06-06,2024-06-10,Social Media,Program Manager,Retail,1001-5000,Attended,1,1,7,No,9.6
732,Developer Conference 2024,Flagship,In-Person,2024-04-11,2024-06-10,Direct/Website,Data Analyst,Finance,5000+,No-Show,8,0,1,No,0.98
733,Developer Conference 2024,Flagship,In-Person,2024-05-07,2024-06-10,Email Campaign,Product Manager,Media,51-200,No-Show,2,0,1,No,3.52
734,Developer Conference 2024,Flagship,In-Person,2024-04-17,2024-06-10,Email Campaign,CTO,Media,5000+,Attended,1,1,3,Yes,7.47
735,Developer Conference 2024,Flagship,In-Person,2024-04-26,2024-06-10,Social Media,IT Director,Retail,5000+,Attended,5,4,9,Yes,16.0
736,Developer Conference 2024,Flagship,In-Person,2024-06-05,2024-06-10,Direct/Website,Digital Marketing Specialist,Finance,1-50,Attended,7,1,6,No,0.05
737,Developer Conference 2024,Flagship,In-Person,2024-06-04,2024-06-10,Email Campaign,Solutions Architect,Technology,1-50,Attended,1,1,9,Yes,6.48
738,Developer Conference 2024,Flagship,In-Person,2024-05-26,2024-06-10,Social Media,Data Engineer,Media,51-200,No-Show,3,0,1,No,12.35
739,Developer Conference 2024,Flagship,In-Person,2024-05-12,2024-06-10,Email Campaign,Product Manager,Healthcare,5000+,Attended,7,1,2,No,7.13
740,Developer Conference 2024,Flagship,In-Person,2024-06-05,2024-06-10,Email Campaign,VP Marketing,Media,1001-5000,Attended,3,2,5,Yes,5.2
741,Developer Conference 2024,Flagship,In-Person,2024-04-28,2024-06-10,Direct/Website,Data Engineer,Manufacturing,1-50,Attended,6,5,5,Yes,0.65
742,Developer Conference 2024,Flagship,In-Person,2024-04-26,2024-06-10,Direct/Website,Data Analyst,Manufacturing,51-200,Attended,4,2,4,No,1.02
743,Developer Conference 2024,Flagship,In-Person,2024-05-09,2024-06-10,Social Media,Data Engineer,Finance,1001-5000,Attended,6,5,8,Yes,12.86
744,Developer Conference 2024,Flagship,In-Person,2024-04-12,2024-06-10,LinkedIn Ad,Product Manager,Media,201-1000,No-Show,7,0,1,No,38.88
745,Developer Conference 2024,Flagship,In-Person,2024-05-05,2024-06-10,Google Search,Product Manager,Technology,5000+,Attended,4,4,3,No,19.03
746,Developer Conference 2024,Flagship,In-Person,2024-05-08,2024-06-10,Email Campaign,Product Manager,Manufacturing,5000+,No-Show,3,0,1,No,6.93
747,Developer Conference 2024,Flagship,In-Person,2024-04-26,2024-06-10,Email Campaign,Data Engineer,Finance,1001-5000,Attended,5,5,7,No,6.57
748,Developer Conference 2024,Flagship,In-Person,2024-05-25,2024-06-10,LinkedIn Ad,Data Analyst,Finance,1001-5000,Attended,5,2,3,No,16.27
749,Developer Conference 2024,Flagship,In-Person,2024-05-04,2024-06-10,Email Campaign,Product Manager,Healthcare,1-50,Attended,4,1,5,Yes,5.05
750,Developer Conference 2024,Flagship,In-Person,2024-04-21,2024-06-10,Direct/Website,Software Developer,Education,1-50,Attended,9,9,6,No,0.14
751,Developer Conference 2024,Flagship,In-Person,2024-04-20,2024-06-10,Email Campaign,Data Engineer,Technology,1001-5000,Attended,3,3,10,No,4.96
752,Developer Conference 2024,Flagship,In-Person,2024-04-19,2024-06-10,Email Campaign,Solutions Architect,Healthcare,201-1000,Cancelled,11,0,0,No,7.53
753,Developer Conference 2024,Flagship,In-Person,2024-05-07,2024-06-10,Direct/Website,Program Manager,Retail,51-200,Attended,2,2,6,No,1.84
754,Developer Conference 2024,Flagship,In-Person,2024-06-07,2024-06-10,Email Campaign,Solutions Architect,Media,1001-5000,Attended,3,2,6,Yes,6.91
755,Developer Conference 2024,Flagship,In-Person,2024-05-14,2024-06-10,Email Campaign,CTO,Media,1-50,Attended,8,1,2,No,4.55
756,Developer Conference 2024,Flagship,In-Person,2024-05-14,2024-06-10,LinkedIn Ad,Software Developer,Manufacturing,51-200,Attended,1,1,3,No,37.74
757,Developer Conference 2024,Flagship,In-Person,2024-04-30,2024-06-10,Email Campaign,Marketing Manager,Retail,5000+,Attended,5,5,5,Yes,3.98
758,Developer Conference 2024,Flagship,In-Person,2024-05-18,2024-06-10,Email Campaign,Product Manager,Retail,1001-5000,Attended,1,1,9,No,4.49
759,Developer Conference 2024,Flagship,In-Person,2024-05-12,2024-06-10,LinkedIn Ad,Business Analyst,Finance,201-1000,Attended,1,1,6,Yes,33.81
760,Developer Conference 2024,Flagship,In-Person,2024-06-06,2024-06-10,Email Campaign,Software Developer,Healthcare,51-200,Attended,5,2,7,No,3.89
761,Developer Conference 2024,Flagship,In-Person,2024-05-30,2024-06-10,LinkedIn Ad,Solutions Architect,Education,1-50,Attended,5,5,4,Yes,38.61
762,Developer Conference 2024,Flagship,In-Person,2024-04-18,2024-06-10,Referral,Software Developer,Education,5000+,Attended,6,2,3,Yes,1.13
763,Developer Conference 2024,Flagship,In-Person,2024-05-04,2024-06-10,Social Media,Data Analyst,Retail,51-200,No-Show,2,0,1,No,17.8
764,Developer Conference 2024,Flagship,In-Person,2024-06-01,2024-06-10,Email Campaign,Program Manager,Technology,1001-5000,No-Show,6,0,2,No,5.28
765,Developer Conference 2024,Flagship,In-Person,2024-05-24,2024-06-10,LinkedIn Ad,Product Manager,Retail,5000+,Attended,1,1,3,No,40.26
766,Developer Conference 2024,Flagship,In-Person,2024-05-21,2024-06-10,LinkedIn Ad,CTO,Education,51-200,Attended,4,3,4,No,28.31
767,Developer Conference 2024,Flagship,In-Person,2024-04-16,2024-06-10,Google Search,Software Developer,Healthcare,5000+,No-Show,10,0,1,No,25.99
768,Developer Conference 2024,Flagship,In-Person,2024-05-18,2024-06-10,Referral,Software Developer,Healthcare,1-50,Attended,8,4,5,No,2.11
769,Developer Conference 2024,Flagship,In-Person,2024-05-18,2024-06-10,LinkedIn Ad,Marketing Manager,Media,1-50,Attended,6,4,5,Yes,44.09
770,Developer Conference 2024,Flagship,In-Person,2024-05-04,2024-06-10,Email Campaign,Data Analyst,Manufacturing,5000+,No-Show,10,0,1,No,4.06
771,Developer Conference 2024,Flagship,In-Person,2024-04-13,2024-06-10,Social Media,Business Analyst,Finance,1001-5000,No-Show,1,0,2,No,12.58
772,Developer Conference 2024,Flagship,In-Person,2024-04-20,2024-06-10,Direct/Website,Program Manager,Healthcare,51-200,No-Show,2,0,1,No,1.63
773,Developer Conference 2024,Flagship,In-Person,2024-04-25,2024-06-10,Social Media,Solutions Architect,Media,201-1000,Attended,4,1,9,No,23.39
774,Developer Conference 2024,Flagship,In-Person,2024-05-06,2024-06-10,Google Search,Product Manager,Retail,51-200,Attended,2,1,2,No,28.23
775,Developer Conference 2024,Flagship,In-Person,2024-05-17,2024-06-10,Social Media,Program Manager,Retail,51-200,Attended,7,3,6,No,19.24
776,Developer Conference 2024,Flagship,In-Person,2024-05-07,2024-06-10,Email Campaign,Program Manager,Healthcare,1001-5000,Attended,4,2,2,Yes,5.91
777,Developer Conference 2024,Flagship,In-Person,2024-05-22,2024-06-10,Google Search,Marketing Manager,Education,201-1000,No-Show,7,0,2,No,13.25
778,Developer Conference 2024,Flagship,In-Person,2024-05-22,2024-06-10,Direct/Website,Data Analyst,Retail,1001-5000,No-Show,3,0,1,No,1.79
779,Developer Conference 2024,Flagship,In-Person,2024-06-05,2024-06-10,Social Media,Digital Marketing Specialist,Education,201-1000,No-Show,1,0,2,No,16.79
780,Developer Conference 2024,Flagship,In-Person,2024-05-01,2024-06-10,Email Campaign,CTO,Technology,1001-5000,Attended,4,3,4,No,3.84
781,Developer Conference 2024,Flagship,In-Person,2024-04-26,2024-06-10,Direct/Website,Data Analyst,Retail,201-1000,Attended,4,4,5,No,1.34
782,Developer Conference 2024,Flagship,In-Person,2024-05-14,2024-06-10,LinkedIn Ad,Solutions Architect,Healthcare,1001-5000,No-Show,6,0,2,No,32.34
783,Developer Conference 2024,Flagship,In-Person,2024-06-01,2024-06-10,Email Campaign,Business Analyst,Education,5000+,No-Show,5,0,1,No,6.64
